mean_reward,std_reward,non_timeout_share,goal_share,steps_per_successful_epsiode,variable_tiles_per_episode,name,num_episodes
0.441714869,0.48624231146511704,0.695,0.453,7.086092715231788,0.259,"PPO, trained on next tile, double channel, raw",1000
0.29119768900000004,0.44917125500269534,0.458,0.296,4.614864864864865,0.157,"PPO, trained on next tile, double channel, raw",1000
0.332775427,0.46494162755520246,0.42,0.34,6.044117647058823,0.086,"PPO, trained on next tile, double channel, raw",1000
0.43175003700000003,0.4853368390407158,0.64,0.443,7.223476297968397,0.244,"PPO, trained on next tile, double channel, raw",1000
0.15516837300000003,0.35956545795376654,0.213,0.157,3.3184713375796178,0.063,"PPO, trained on next tile, double channel, raw",1000
0.41974573099999996,0.48131347409008474,0.645,0.435,9.974712643678162,0.211,"PPO, trained on next tile, double channel, raw",1000
0.092008603,0.28733725298624857,0.094,0.093,3.032258064516129,0.014,"PPO, trained on next tile, double channel, raw",1000
0.33957153100000004,0.46630816638791883,0.482,0.347,6.089337175792507,0.16,"PPO, trained on next tile, double channel, raw",1000
0.332960196,0.4649916283477387,0.491,0.339,5.067846607669616,0.162,"PPO, trained on next tile, double channel, raw",1000
0.449254734,0.488343619497103,0.732,0.459,6.03921568627451,0.298,"PPO, trained on next tile, double channel, raw",1000
0.41821917899999994,0.48305191267342373,0.617,0.43,7.793023255813954,0.166,"PPO, trained on next tile, double channel, raw",1000
0.26076527299999996,0.4335468388731747,0.355,0.266,5.597744360902255,0.076,"PPO, trained on next tile, double channel, raw",1000
0.171134787,0.3730952940202163,0.219,0.174,4.683908045977011,0.033,"PPO, trained on next tile, double channel, raw",1000
0.320631681,0.46105540391034916,0.5,0.326,4.684049079754601,0.237,"PPO, trained on next tile, double channel, raw",1000
0.291710971,0.4498891689953407,0.337,0.296,4.121621621621622,0.05,"PPO, trained on next tile, double channel, raw",1000
0.347408235,0.4694456057291897,0.439,0.354,5.296610169491525,0.109,"PPO, trained on next tile, double channel, raw",1000
0.203051588,0.39738478339351424,0.245,0.209,8.095693779904305,0.039,"PPO, trained on next tile, double channel, raw",1000
0.351065667,0.4711796880117946,0.44,0.357,4.728291316526611,0.089,"PPO, trained on next tile, double channel, raw",1000
0.374650837,0.47758033985222054,0.506,0.381,4.74015748031496,0.154,"PPO, trained on next tile, double channel, raw",1000
0.252248852,0.43003747559477196,0.347,0.256,4.16796875,0.056,"PPO, trained on next tile, double channel, raw",1000
0.3175402769999999,0.459768411783857,0.496,0.323,4.808049535603715,0.192,"PPO, trained on next tile, double channel, raw",1000
0.31692659900000003,0.45920759008846773,0.397,0.324,6.209876543209877,0.052,"PPO, trained on next tile, double channel, raw",1000
0.300587534,0.4519647282060834,0.391,0.307,5.941368078175896,0.103,"PPO, trained on next tile, double channel, raw",1000
0.38792464500000007,0.47975063269569845,0.592,0.396,5.80050505050505,0.216,"PPO, trained on next tile, double channel, raw",1000
0.43703167699999995,0.4872166806828053,0.644,0.446,5.719730941704036,0.208,"PPO, trained on next tile, double channel, raw",1000
0.22943675200000002,0.4157464006184787,0.304,0.234,5.547008547008547,0.099,"PPO, trained on next tile, double channel, raw",1000
0.349541833,0.4702066308107246,0.568,0.356,5.160112359550562,0.205,"PPO, trained on next tile, double channel, raw",1000
0.1890469,0.38804841403877166,0.235,0.192,4.375,0.047,"PPO, trained on next tile, double channel, raw",1000
0.24227697,0.42417885990994786,0.344,0.246,4.304878048780488,0.086,"PPO, trained on next tile, double channel, raw",1000
0.44836020399999993,0.4880012596061883,0.779,0.458,5.986899563318778,0.375,"PPO, trained on next tile, double channel, raw",1000
0.263323466,0.43404571818706933,0.391,0.272,9.073529411764707,0.098,"PPO, trained on next tile, double channel, raw",1000
0.28888284300000006,0.44699076266972493,0.414,0.295,5.898305084745763,0.103,"PPO, trained on next tile, double channel, raw",1000
